Kategorie,Frage,Antwort
CC-BY 2.0 (France) Attribution: tatoeba.org #3330667 (CK) & #2293098 (al_ex_an_der),Ich bin glatzköpfig.,I'm bald.
CC-BY 2.0 (France) Attribution: tatoeba.org #3330667 (CK) & #2293099 (al_ex_an_der),Ich habe eine Glatze.,I'm bald.
CC-BY 2.0 (France) Attribution: tatoeba.org #261721 (CK) & #351599 (MUIRIEL),Ich bin beschäftigt.,I'm busy.
CC-BY 2.0 (France) Attribution: tatoeba.org #261721 (CK) & #2624978 (Pfirsichbaeumchen),Ich habe zu tun.,I'm busy.
CC-BY 2.0 (France) Attribution: tatoeba.org #2202692 (CK) & #8933742 (Yorwba),Ich bin cool.,I'm cool.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828646 (CK) & #2730977 (Pfirsichbaeumchen),Ich bin taub.,I'm deaf.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828646 (CK) & #8463389 (Luiaard),Ich bin gehörlos.,I'm deaf.
CC-BY 2.0 (France) Attribution: tatoeba.org #2202832 (CK) & #7374179 (Yorwba),Ich bin gerecht.,I'm fair.
CC-BY 2.0 (France) Attribution: tatoeba.org #257272 (Eldad) & #341452 (MUIRIEL),Mir geht's gut.,I'm fine.
CC-BY 2.0 (France) Attribution: tatoeba.org #257272 (Eldad) & #659407 (Esperantostern),Mir geht es gut.,I'm fine.
CC-BY 2.0 (France) Attribution: tatoeba.org #257272 (Eldad) & #2705321 (Pfirsichbaeumchen),Es geht mir gut.,I'm fine.
CC-BY 2.0 (France) Attribution: tatoeba.org #23959 (CK) & #340890 (MUIRIEL),Ich bin frei.,I'm free.
CC-BY 2.0 (France) Attribution: tatoeba.org #433863 (CK) & #547397 (Espi),Ich bin satt.,I'm full.
CC-BY 2.0 (France) Attribution: tatoeba.org #835972 (CM) & #835978 (Pfirsichbaeumchen),Ich bin dabei.,I'm game.
CC-BY 2.0 (France) Attribution: tatoeba.org #835972 (CM) & #835979 (Pfirsichbaeumchen),Ich mache mit.,I'm game.
CC-BY 2.0 (France) Attribution: tatoeba.org #5828648 (CK) & #341452 (MUIRIEL),Mir geht's gut.,I'm good.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111726 (CK) & #2323643 (pne),Ich bin hier.,I'm here.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111725 (CK) & #375496 (MUIRIEL),Ich bin zu Hause.,I'm home.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123622 (CK) & #2139207 (Pfirsichbaeumchen),Ich komme zu spät.,I'm late.
CC-BY 2.0 (France) Attribution: tatoeba.org #455833 (lukaszpp) & #785454 (Pfirsichbaeumchen),Ich habe mich verirrt.,I'm lost.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203077 (CK) & #7451361 (Yorwba),Ich bin gemein.,I'm mean.
CC-BY 2.0 (France) Attribution: tatoeba.org #3171892 (CK) & #6546704 (Espi),Ich bin der Nächste.,I'm next.
CC-BY 2.0 (France) Attribution: tatoeba.org #2283729 (CK) & #2705321 (Pfirsichbaeumchen),Es geht mir gut.,I'm okay.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203289 (CK) & #2067087 (al_ex_an_der),Ich bin reich.,I'm rich.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203309 (CK) & #399166 (MUIRIEL),Ich bin sicher.,I'm safe.
CC-BY 2.0 (France) Attribution: tatoeba.org #780304 (vgigregg) & #448234 (Lars224),Ich bin krank!,I'm sick.
CC-BY 2.0 (France) Attribution: tatoeba.org #2283730 (CK) & #399166 (MUIRIEL),Ich bin sicher.,I'm sure.
CC-BY 2.0 (France) Attribution: tatoeba.org #2764439 (CK) & #576296 (Pfirsichbaeumchen),Ich bin groß.,I'm tall.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203445 (CK) & #7413423 (Yorwba),Ich bin dünn.,I'm thin.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203456 (CK) & #7413435 (Yorwba),Ich bin ordentlich.,I'm tidy.
CC-BY 2.0 (France) Attribution: tatoeba.org #2428556 (CK) & #2182960 (Esperantostern),Ich bin hässlich.,I'm ugly.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203572 (CK) & #2205477 (Pfirsichbaeumchen),Ich bin schwach.,I'm weak.
CC-BY 2.0 (France) Attribution: tatoeba.org #4207033 (stevegrant) & #659407 (Esperantostern),Mir geht es gut.,I'm well.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123616 (CK) & #2139206 (Pfirsichbaeumchen),Das hilft.,It helps.
CC-BY 2.0 (France) Attribution: tatoeba.org #2649251 (CK) & #4942926 (Hans_Adler),Es tut weh.,It hurts.
CC-BY 2.0 (France) Attribution: tatoeba.org #2649251 (CK) & #4942927 (Hans_Adler),Es schmerzt.,It hurts.
CC-BY 2.0 (France) Attribution: tatoeba.org #1365269 (sacredceltic) & #4514429 (raggione),Es klappt.,It works.
CC-BY 2.0 (France) Attribution: tatoeba.org #1365269 (sacredceltic) & #4949724 (raggione),Es funktioniert.,It works.
CC-BY 2.0 (France) Attribution: tatoeba.org #2123573 (CK) & #6626099 (Felixjp),Es ist Tom.,It's Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #8692611 (canan) & #8692613 (canan),Es ist trocken.,It's dry.
CC-BY 2.0 (France) Attribution: tatoeba.org #2187229 (CK) & #6626100 (Felixjp),Es ist seins.,It's his.
CC-BY 2.0 (France) Attribution: tatoeba.org #423405 (cristina_fulginiti) & #438749 (xtofu80),Es ist heiß.,It's hot.
CC-BY 2.0 (France) Attribution: tatoeba.org #423405 (cristina_fulginiti) & #8193006 (raggione),Sie ist heiß.,It's hot.
CC-BY 2.0 (France) Attribution: tatoeba.org #423405 (cristina_fulginiti) & #8193009 (raggione),Er ist heiß.,It's hot.
CC-BY 2.0 (France) Attribution: tatoeba.org #42304 (CK) & #1313704 (al_ex_an_der),Es ist neu.,It's new.
CC-BY 2.0 (France) Attribution: tatoeba.org #2515077 (CK) & #3459049 (Zaghawa),Es ist traurig.,It's sad.
CC-BY 2.0 (France) Attribution: tatoeba.org #325436 (CK) & #842034 (Espi),Eintritt verboten!,Keep out!
CC-BY 2.0 (France) Attribution: tatoeba.org #325435 (CK) & #469904 (Espi),Komm nicht herein.,Keep out.
CC-BY 2.0 (France) Attribution: tatoeba.org #325435 (CK) & #1313706 (al_ex_an_der),Kein Zutritt.,Keep out.
CC-BY 2.0 (France) Attribution: tatoeba.org #7126144 (CM) & #8861583 (mramosch),Töte Thomas!,Kill Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #7126144 (CM) & #8861584 (mramosch),Tötet Thomas!,Kill Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #7126144 (CM) & #8861585 (mramosch),Töten Sie Thomas!,Kill Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203863 (CK) & #2203972 (Pfirsichbaeumchen),Küsse Tom!,Kiss Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203863 (CK) & #2203973 (Pfirsichbaeumchen),Küssen Sie Tom!,Kiss Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203863 (CK) & #2203974 (Pfirsichbaeumchen),Küsst Tom!,Kiss Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954274 (CK) & #547378 (Espi),Geh weg!,Leave us.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954274 (CK) & #4942536 (Hans_Adler),Gehen Sie weg.,Leave us.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954274 (CK) & #4942538 (Hans_Adler),Lass uns allein.,Leave us.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954274 (CK) & #4942539 (Hans_Adler),Lassen Sie uns allein.,Leave us.
CC-BY 2.0 (France) Attribution: tatoeba.org #241077 (CK) & #370055 (xtofu80),Lass uns gehen!,Let's go!
CC-BY 2.0 (France) Attribution: tatoeba.org #241077 (CK) & #975131 (Sudajaengi),Auf geht's!,Let's go!
CC-BY 2.0 (France) Attribution: tatoeba.org #241077 (CK) & #1225381 (al_ex_an_der),Gehen wir!,Let's go!
CC-BY 2.0 (France) Attribution: tatoeba.org #241077 (CK) & #1324269 (Pfirsichbaeumchen),Lasst uns gehen.,Let's go!
CC-BY 2.0 (France) Attribution: tatoeba.org #241077 (CK) & #1324270 (Pfirsichbaeumchen),Lass uns losgehen.,Let's go!
CC-BY 2.0 (France) Attribution: tatoeba.org #241077 (CK) & #1324271 (Pfirsichbaeumchen),Lasst uns losgehen.,Let's go!
CC-BY 2.0 (France) Attribution: tatoeba.org #241077 (CK) & #2456755 (Pfirsichbaeumchen),"Auf, auf!",Let's go!
CC-BY 2.0 (France) Attribution: tatoeba.org #20719 (CK) & #834162 (Esperantostern),Vorsicht!,Look out!
CC-BY 2.0 (France) Attribution: tatoeba.org #1954275 (CK) & #4732111 (bonny37),Heirate mich.,Marry me.
CC-BY 2.0 (France) Attribution: tatoeba.org #2163138 (Source_VOA) & #879228 (Esperantostern),Darf ich gehen?,May I go?
CC-BY 2.0 (France) Attribution: tatoeba.org #6996314 (RudeGuyGames) & #1587338 (Esperantostern),Wer sagt das?,Said who?
CC-BY 2.0 (France) Attribution: tatoeba.org #6996314 (RudeGuyGames) & #8861577 (mramosch),Sagt wer?,Said who?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203865 (CK) & #2203978 (Pfirsichbaeumchen),Rette Tom!,Save Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203865 (CK) & #2203979 (Pfirsichbaeumchen),Rettet Tom!,Save Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203865 (CK) & #2203980 (Pfirsichbaeumchen),Retten Sie Tom!,Save Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #853152 (piksea) & #867796 (Espi),Sie kam.,She came.
CC-BY 2.0 (France) Attribution: tatoeba.org #2774739 (CH) & #3939890 (Giulio),Sie log.,She lied.
CC-BY 2.0 (France) Attribution: tatoeba.org #672264 (CM) & #672265 (Zaghawa),Sie rennt.,She runs.
CC-BY 2.0 (France) Attribution: tatoeba.org #1349166 (sacredceltic) & #1174265 (MUIRIEL),Setz dich!,Sit down!
CC-BY 2.0 (France) Attribution: tatoeba.org #1349166 (sacredceltic) & #1791537 (Pfirsichbaeumchen),Setzen Sie sich!,Sit down!
CC-BY 2.0 (France) Attribution: tatoeba.org #1553397 (CK) & #1174265 (MUIRIEL),Setz dich!,Sit down.
CC-BY 2.0 (France) Attribution: tatoeba.org #35175 (CK) & #500393 (Espi),Sprich lauter!,Speak up!
CC-BY 2.0 (France) Attribution: tatoeba.org #325429 (CK) & #925574 (Sudajaengi),Stehen Sie auf!,Stand up!
CC-BY 2.0 (France) Attribution: tatoeba.org #325429 (CK) & #1313708 (al_ex_an_der),Steht auf!,Stand up!
CC-BY 2.0 (France) Attribution: tatoeba.org #325429 (CK) & #1923381 (Pfirsichbaeumchen),Stehe auf!,Stand up!
CC-BY 2.0 (France) Attribution: tatoeba.org #1573801 (donkirkby) & #944715 (Sudajaengi),Steh auf.,Stand up.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203866 (CK) & #2203981 (Pfirsichbaeumchen),Halte Tom auf!,Stop Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203866 (CK) & #2203982 (Pfirsichbaeumchen),Halten Sie Tom auf!,Stop Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203866 (CK) & #2203983 (Pfirsichbaeumchen),Haltet Tom auf!,Stop Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111478 (CK) & #4734011 (bonny37),Nimm Tom.,Take Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #6890476 (Eccles17) & #8227472 (MisterTrouser),Probier es mal.,Taste it.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111475 (CK) & #4942629 (Hans_Adler),Sag es Tom.,Tell Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111475 (CK) & #4942630 (Hans_Adler),Sagen Sie es Tom.,Tell Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111475 (CK) & #4942632 (Hans_Adler),Erzähl es Tom.,Tell Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111475 (CK) & #4942633 (Hans_Adler),Erzählen Sie Tom davon.,Tell Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111475 (CK) & #4942637 (Hans_Adler),Sagt es Tom.,Tell Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #52022 (Zifre) & #5362915 (RandomUsername),Hervorragend!,Terrific!
CC-BY 2.0 (France) Attribution: tatoeba.org #52022 (Zifre) & #5362916 (RandomUsername),Sagenhaft!,Terrific!
CC-BY 2.0 (France) Attribution: tatoeba.org #52022 (Zifre) & #5362918 (RandomUsername),Wunderbar!,Terrific!
CC-BY 2.0 (France) Attribution: tatoeba.org #1618734 (CK) & #4659697 (AC),Sie haben gewonnen.,They won.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203606 (CK) & #2205389 (Pfirsichbaeumchen),Tom kam.,Tom came.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203606 (CK) & #2205390 (Pfirsichbaeumchen),Tom ist gekommen.,Tom came.
CC-BY 2.0 (France) Attribution: tatoeba.org #2005188 (CK) & #2122770 (Pfirsichbaeumchen),Tom ist gestorben.,Tom died.
CC-BY 2.0 (France) Attribution: tatoeba.org #2005188 (CK) & #5830114 (Pfirsichbaeumchen),Tom starb.,Tom died.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203679 (CK) & #2204244 (Pfirsichbaeumchen),Tom fiel.,Tom fell.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203679 (CK) & #2204245 (Pfirsichbaeumchen),Tom ist gefallen.,Tom fell.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203721 (CK) & #2204189 (Pfirsichbaeumchen),Tom wusste es.,Tom knew.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203721 (CK) & #2204190 (Pfirsichbaeumchen),Tom hat es gewusst.,Tom knew.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203721 (CK) & #3879104 (raggione),Tom wusste Bescheid.,Tom knew.
CC-BY 2.0 (France) Attribution: tatoeba.org #2005178 (CK) & #3768754 (Zaghawa),Tom ist gegangen.,Tom left.
CC-BY 2.0 (France) Attribution: tatoeba.org #2005178 (CK) & #5830112 (Pfirsichbaeumchen),Tom ging.,Tom left.
CC-BY 2.0 (France) Attribution: tatoeba.org #2005179 (CK) & #4705997 (Esperantostern),Tom log.,Tom lied.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203722 (CK) & #1662964 (Pfirsichbaeumchen),Tom lügt.,Tom lies.
CC-BY 2.0 (France) Attribution: tatoeba.org #2005180 (CK) & #4378249 (pullnosemans),Tom hat verloren.,Tom lost.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111155 (CK) & #4378251 (pullnosemans),Tom hat gezahlt.,Tom paid.
CC-BY 2.0 (France) Attribution: tatoeba.org #2005183 (CK) & #5830113 (Pfirsichbaeumchen),Tom hat aufgehört.,Tom quit.
CC-BY 2.0 (France) Attribution: tatoeba.org #7717230 (shekitten) & #2244867 (Pfirsichbaeumchen),Tom sang.,Tom sang.
CC-BY 2.0 (France) Attribution: tatoeba.org #7715583 (shekitten) & #8861493 (mramosch),Thomas spuckte.,Tom spit.
CC-BY 2.0 (France) Attribution: tatoeba.org #7715583 (shekitten) & #8861494 (mramosch),Thomas hat gespuckt.,Tom spit.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203845 (CK) & #2204021 (Pfirsichbaeumchen),Tom schwamm.,Tom swam.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203845 (CK) & #2204022 (Pfirsichbaeumchen),Tom ist geschwommen.,Tom swam.
CC-BY 2.0 (France) Attribution: tatoeba.org #8416711 (CK) & #5830112 (Pfirsichbaeumchen),Tom ging.,Tom went.
CC-BY 2.0 (France) Attribution: tatoeba.org #1524763 (Spamster) & #1692967 (Pfirsichbaeumchen),Tom weinte.,Tom wept.
CC-BY 2.0 (France) Attribution: tatoeba.org #2107644 (CK) & #6625513 (Felixjp),Tom ist auf.,Tom's up.
CC-BY 2.0 (France) Attribution: tatoeba.org #1875 (Swift) & #687 (MUIRIEL),Zu spät.,Too late.
CC-BY 2.0 (France) Attribution: tatoeba.org #6049392 (mailohilohi) & #8227466 (MisterTrouser),Fass es an.,Touch it.
CC-BY 2.0 (France) Attribution: tatoeba.org #954991 (FeuDRenais) & #975631 (Esperantostern),Vertraue mir.,Trust me.
CC-BY 2.0 (France) Attribution: tatoeba.org #954991 (FeuDRenais) & #1527201 (Pfirsichbaeumchen),Vertraut mir!,Trust me.
CC-BY 2.0 (France) Attribution: tatoeba.org #954991 (FeuDRenais) & #1527202 (Pfirsichbaeumchen),Vertrauen Sie mir!,Trust me.
CC-BY 2.0 (France) Attribution: tatoeba.org #271901 (Zifre) & #4659651 (AC),Versuch es richtig!,Try hard.
CC-BY 2.0 (France) Attribution: tatoeba.org #1916312 (CK) & #8597822 (Roujin),Probier mal.,Try some.
CC-BY 2.0 (France) Attribution: tatoeba.org #1916311 (CK) & #2157710 (Vortarulo),Probier mal!,Try this.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954278 (CK) & #2108804 (Pfirsichbaeumchen),Nimm das hier!,Use this.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954279 (CK) & #4941624 (Hans_Adler),Warnen Sie Tom.,Warn Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954279 (CK) & #4941625 (Hans_Adler),Warne Tom.,Warn Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954282 (CK) & #4941628 (Hans_Adler),Schau mir zu.,Watch me.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954282 (CK) & #4941629 (Hans_Adler),Schauen Sie mir zu.,Watch me.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954283 (CK) & #4941626 (Hans_Adler),Beobachte uns.,Watch us.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954283 (CK) & #4941627 (Hans_Adler),Beobachten Sie uns.,Watch us.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954283 (CK) & #7986561 (Hans_Adler),Schau uns zu.,Watch us.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954283 (CK) & #7986562 (Hans_Adler),Schaut uns zu.,Watch us.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954283 (CK) & #7986563 (Hans_Adler),Schauen Sie uns zu.,Watch us.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954283 (CK) & #7986564 (Hans_Adler),Beobachtet uns.,Watch us.
CC-BY 2.0 (France) Attribution: tatoeba.org #628230 (CK) & #3345900 (freddy1),Wir stimmen zu.,We agree.
CC-BY 2.0 (France) Attribution: tatoeba.org #628230 (CK) & #3345901 (freddy1),Wir sind einverstanden.,We agree.
CC-BY 2.0 (France) Attribution: tatoeba.org #4488381 (PentheusPuddleglum) & #3213581 (Zaghawa),Wir haben es versucht.,We tried.
CC-BY 2.0 (France) Attribution: tatoeba.org #4488381 (PentheusPuddleglum) & #4942984 (Hans_Adler),Wir versuchten es.,We tried.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203688 (CK) & #2204231 (Pfirsichbaeumchen),Wir werden gehen.,We'll go.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203135 (CK) & #6624815 (Felixjp),Wir sind in Ordnung.,We're OK.
CC-BY 2.0 (France) Attribution: tatoeba.org #24867 (CK) & #784579 (al_ex_an_der),Wozu?,What for?
CC-BY 2.0 (France) Attribution: tatoeba.org #36026 (CM) & #2202284 (Pfirsichbaeumchen),Was für ein Spaß!,What fun!
CC-BY 2.0 (France) Attribution: tatoeba.org #259378 (Zifre) & #556318 (samueldora),Wer bin ich?,Who am I?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203607 (CK) & #2205351 (Pfirsichbaeumchen),Wer ist gekommen?,Who came?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203607 (CK) & #2205353 (Pfirsichbaeumchen),Wer kam?,Who came?
CC-BY 2.0 (France) Attribution: tatoeba.org #2005187 (CK) & #2741910 (freddy1),Wer ist gestorben?,Who died?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203678 (CK) & #2204242 (Pfirsichbaeumchen),Wer fiel?,Who fell?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203678 (CK) & #2204243 (Pfirsichbaeumchen),Wer ist gefallen?,Who fell?
CC-BY 2.0 (France) Attribution: tatoeba.org #8045297 (CK) & #8861523 (mramosch),Wer hat verloren?,Who lost?
CC-BY 2.0 (France) Attribution: tatoeba.org #2005182 (CK) & #4941612 (Hans_Adler),Wer hat aufgehört?,Who quit?
CC-BY 2.0 (France) Attribution: tatoeba.org #2005182 (CK) & #4941613 (Hans_Adler),Wer ist ausgeschieden?,Who quit?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203844 (CK) & #2204019 (Pfirsichbaeumchen),Wer schwamm?,Who swam?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203844 (CK) & #2204020 (Pfirsichbaeumchen),Wer ist geschwommen?,Who swam?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203694 (CK) & #362092 (Wolf),Wer ist er?,Who's he?
CC-BY 2.0 (France) Attribution: tatoeba.org #1954284 (CK) & #2297034 (freddy1),Schreib mir!,Write me.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954284 (CK) & #3291013 (Pfirsichbaeumchen),Schreiben Sie mir!,Write me.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954284 (CK) & #3291015 (Pfirsichbaeumchen),Schreibt mir!,Write me.
CC-BY 2.0 (France) Attribution: tatoeba.org #6440636 (CK) & #4941722 (Hans_Adler),Sie haben verloren.,You lost.
CC-BY 2.0 (France) Attribution: tatoeba.org #6440636 (CK) & #6476834 (raggione),Du hast verloren.,You lost.
CC-BY 2.0 (France) Attribution: tatoeba.org #6440636 (CK) & #6476835 (raggione),Ihr habt verloren.,You lost.
CC-BY 2.0 (France) Attribution: tatoeba.org #1954262 (CK) & #7277172 (Yorwba),Zielen. Feuer!,Aim. Fire!
CC-BY 2.0 (France) Attribution: tatoeba.org #7921513 (maaster) & #8317355 (Luiaard),Bin ich tot?,Am I dead?
CC-BY 2.0 (France) Attribution: tatoeba.org #3442146 (CK) & #3610895 (Jan_Schreiber),Bin ich zu spät?,Am I late?
CC-BY 2.0 (France) Attribution: tatoeba.org #251060 (Eldad) & #358366 (MUIRIEL),Antworten Sie mir.,Answer me.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111956 (CK) & #1174265 (MUIRIEL),Setz dich!,Be seated.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111956 (CK) & #4775062 (Germic),Setzen Sie sich.,Be seated.
CC-BY 2.0 (France) Attribution: tatoeba.org #278213 (CK) & #544600 (al_ex_an_der),Vögel fliegen.,Birds fly.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111946 (CK) & #2235463 (Vortarulo),Gesundheit.,Bless you.
CC-BY 2.0 (France) Attribution: tatoeba.org #1730009 (CK) & #1958628 (Tamy),Ruf zuhause an!,Call home!
CC-BY 2.0 (France) Attribution: tatoeba.org #1730009 (CK) & #1958630 (Tamy),Rufen Sie zuhause an!,Call home!
CC-BY 2.0 (France) Attribution: tatoeba.org #1123494 (Scott) & #351642 (MUIRIEL),Beruhige dich!,Calm down!
CC-BY 2.0 (France) Attribution: tatoeba.org #435575 (CK) & #351642 (MUIRIEL),Beruhige dich!,Calm down.
CC-BY 2.0 (France) Attribution: tatoeba.org #435575 (CK) & #1215459 (PeterR),Beruhigen Sie sich!,Calm down.
CC-BY 2.0 (France) Attribution: tatoeba.org #435575 (CK) & #1970681 (Zaghawa),Beruhigen Sie sich.,Calm down.
CC-BY 2.0 (France) Attribution: tatoeba.org #1564744 (kerbear407) & #1611462 (Esperantostern),Kann ich essen?,Can I eat?
CC-BY 2.0 (France) Attribution: tatoeba.org #2005176 (CK) & #2005278 (Manfredo),Können wir gehen?,Can we go?
CC-BY 2.0 (France) Attribution: tatoeba.org #2203856 (CK) & #2204001 (Pfirsichbaeumchen),Fang Tom!,Catch Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203856 (CK) & #2204002 (Pfirsichbaeumchen),Fange Tom!,Catch Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203856 (CK) & #2204003 (Pfirsichbaeumchen),Fangen Sie Tom!,Catch Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2203856 (CK) & #2204004 (Pfirsichbaeumchen),Fangt Tom!,Catch Tom.
CC-BY 2.0 (France) Attribution: tatoeba.org #2951593 (CK) & #3172031 (dinkel_girl),Entspann dich.,Chill out.
CC-BY 2.0 (France) Attribution: tatoeba.org #1972611 (CK) & #3040044 (roeschter),Komm wieder!,Come back.
CC-BY 2.0 (France) Attribution: tatoeba.org #39944 (Swift) & #358403 (MUIRIEL),Komm hierher.,Come here.
CC-BY 2.0 (France) Attribution: tatoeba.org #39944 (Swift) & #915223 (Esperantostern),Komm her!,Come here.
CC-BY 2.0 (France) Attribution: tatoeba.org #413767 (Scott) & #1989265 (Alois),Kommt heim!,Come home.
CC-BY 2.0 (France) Attribution: tatoeba.org #413767 (Scott) & #1989267 (Alois),Komm heim!,Come home.
CC-BY 2.0 (France) Attribution: tatoeba.org #472477 (blay_paul) & #1430527 (Esperantostern),Komm hierher!,Come over!
CC-BY 2.0 (France) Attribution: tatoeba.org #1972617 (CK) & #915223 (Esperantostern),Komm her!,Come over.
CC-BY 2.0 (France) Attribution: tatoeba.org #1972619 (CK) & #4941630 (Hans_Adler),Komm bald.,Come soon.
CC-BY 2.0 (France) Attribution: tatoeba.org #1972619 (CK) & #4941631 (Hans_Adler),Kommen Sie bald.,Come soon.
CC-BY 2.0 (France) Attribution: tatoeba.org #1860739 (CK) & #351642 (MUIRIEL),Beruhige dich!,Cool down.
CC-BY 2.0 (France) Attribution: tatoeba.org #2005189 (CK) & #4422617 (Dokuyaku),Habe ich gewonnen?,Did I win?
CC-BY 2.0 (France) Attribution: tatoeba.org #435763 (CK) & #784305 (Manfredo),Mach es jetzt!,Do it now.
CC-BY 2.0 (France) Attribution: tatoeba.org #1357070 (sacredceltic) & #934436 (Fingerhut),Hunde bellen.,Dogs bark.
CC-BY 2.0 (France) Attribution: tatoeba.org #320080 (CM) & #766800 (dima555),Frag nicht.,Don't ask.
CC-BY 2.0 (France) Attribution: tatoeba.org #953247 (CK) & #1324274 (Pfirsichbaeumchen),Weine nicht!,Don't cry.
CC-BY 2.0 (France) Attribution: tatoeba.org #953247 (CK) & #1324275 (al_ex_an_der),Weint nicht.,Don't cry.
CC-BY 2.0 (France) Attribution: tatoeba.org #953247 (CK) & #1324276 (al_ex_an_der),Weinen Sie nicht.,Don't cry.
CC-BY 2.0 (France) Attribution: tatoeba.org #953247 (CK) & #2144520 (Tamy),Weinen Sie nicht!,Don't cry.
CC-BY 2.0 (France) Attribution: tatoeba.org #953247 (CK) & #2144521 (Tamy),Weint nicht!,Don't cry.
CC-BY 2.0 (France) Attribution: tatoeba.org #1860499 (CK) & #2109050 (Pfirsichbaeumchen),Stirb nicht!,Don't die.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111913 (CK) & #796666 (Manfredo),Lüge nicht!,Don't lie.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111913 (CK) & #967143 (Esperantostern),Lüge nicht.,Don't lie.
CC-BY 2.0 (France) Attribution: tatoeba.org #2111907 (CK) & #6643290 (Felixjp),Lauf nicht.,Don't run.
CC-BY 2.0 (France) Attribution: tatoeba.org #433504 (CK) & #397871 (MikeMolto),Es tut mir leid.,Excuse me.
